device_id,device_name,wallet_id,location
109922,Temperature Sensor 109922,79242,Amsterdam
109923,IoT Gateway 109923,35833,Munich
109924,Air Quality Sensor 109924,8055,Oradea
109925,Smart Thermostat 109925,52587,Iasi
109926,Air Quality Sensor 109926,30837,Madrid
109927,IoT Gateway 109927,69001,Munich
109928,Motion Sensor 109928,25581,Timisoara
109929,GPS Tracker 109929,30074,Brasov
109930,IoT Gateway 109930,12155,Brasov
109931,IoT Gateway 109931,82656,Vienna
109932,Environmental Sensor 109932,22088,Arad
109933,Smart Light 109933,73497,Munich
109934,Environmental Sensor 109934,5169,Cluj-Napoca
109935,IoT Gateway 109935,13330,Oradea
109936,GPS Tracker 109936,86857,Prague
109937,Energy Monitor 109937,21786,Amsterdam
109938,IoT Gateway 109938,21868,Iasi
109939,Water Sensor 109939,32583,Paris
109940,Security Camera 109940,53511,Sibiu
109941,Motion Sensor 109941,34737,Sibiu
109942,Air Quality Sensor 109942,50397,Barcelona
109943,Smart Light 109943,95162,Amsterdam
109944,Temperature Sensor 109944,89704,Brasov
109945,Temperature Sensor 109945,63997,Iasi
109946,Humidity Sensor 109946,52528,Constanta
109947,IoT Gateway 109947,50527,Bucharest
109948,GPS Tracker 109948,45706,Iasi
109949,IoT Gateway 109949,37768,Prague
109950,Energy Monitor 109950,22868,Amsterdam
109951,GPS Tracker 109951,93936,Constanta
109952,Humidity Sensor 109952,74291,Bucharest
109953,Air Quality Sensor 109953,24329,Barcelona
109954,Motion Sensor 109954,82328,Craiova
109955,Humidity Sensor 109955,7951,Sibiu
109956,Smart Lock 109956,81464,Berlin
109957,Smart Light 109957,53553,Arad
109958,Air Quality Sensor 109958,26050,Arad
109959,Smart Light 109959,49280,Budapest
109960,Industrial Sensor 109960,42045,Arad
109961,Smart Light 109961,88382,Timisoara
109962,Energy Monitor 109962,21417,Oradea
109963,Energy Monitor 109963,92149,Timisoara
109964,Industrial Sensor 109964,73763,Iasi
109965,Smart Thermostat 109965,33594,Paris
109966,IoT Gateway 109966,31048,Bucharest
109967,Environmental Sensor 109967,69903,Amsterdam
109968,Smart Lock 109968,23074,Arad
109969,Humidity Sensor 109969,87010,Budapest
109970,Motion Sensor 109970,6376,Vienna
109971,Smart Lock 109971,20060,Prague
109972,Industrial Sensor 109972,6319,Warsaw
109973,Temperature Sensor 109973,64088,Cluj-Napoca
109974,Security Camera 109974,75160,Barcelona
109975,Water Sensor 109975,58990,Iasi
109976,Motion Sensor 109976,62758,Budapest
109977,Smart Thermostat 109977,69877,Oradea
109978,Energy Monitor 109978,71826,Warsaw
109979,GPS Tracker 109979,59659,Timisoara
109980,Security Camera 109980,96444,Bucharest
109981,Smart Light 109981,83477,Brasov
109982,Smart Thermostat 109982,55696,Warsaw
109983,Energy Monitor 109983,36114,Budapest
109984,Smart Lock 109984,65374,Budapest
109985,Air Quality Sensor 109985,46414,Iasi
109986,GPS Tracker 109986,52155,Timisoara
109987,Smart Meter 109987,29001,Bucharest
109988,Water Sensor 109988,80209,Madrid
109989,Motion Sensor 109989,32638,Amsterdam
109990,IoT Gateway 109990,16184,Berlin
109991,Smart Thermostat 109991,75724,Munich
109992,GPS Tracker 109992,32265,Craiova
109993,Motion Sensor 109993,37842,Arad
109994,Smart Meter 109994,59888,Warsaw
109995,Energy Monitor 109995,48071,Barcelona
109996,GPS Tracker 109996,35213,Budapest
109997,Smart Thermostat 109997,41999,Paris
109998,Smart Light 109998,74761,Arad
109999,Temperature Sensor 109999,46738,Barcelona
110000,Motion Sensor 110000,23274,Vienna
110001,Energy Monitor 110001,24781,Paris
110002,IoT Gateway 110002,77067,Constanta
110003,IoT Gateway 110003,52340,Brasov
110004,Smart Light 110004,81944,Arad
110005,GPS Tracker 110005,46719,Iasi
110006,Smart Lock 110006,65314,Arad
110007,Environmental Sensor 110007,28931,Timisoara
110008,Air Quality Sensor 110008,416,Constanta
110009,Motion Sensor 110009,99695,Budapest
110010,Smart Light 110010,63821,Prague
110011,Water Sensor 110011,18,Arad
110012,Temperature Sensor 110012,14381,Bucharest
110013,Air Quality Sensor 110013,88539,Bucharest
110014,Smart Thermostat 110014,82380,Bucharest
110015,Smart Thermostat 110015,3202,Brasov
110016,Security Camera 110016,87383,Berlin
110017,Smart Meter 110017,57933,Sibiu
110018,Smart Light 110018,60128,Sibiu
110019,Air Quality Sensor 110019,55513,Warsaw
110020,Smart Light 110020,40845,Prague
110021,Environmental Sensor 110021,84788,Madrid
110022,Smart Lock 110022,31968,Iasi
110023,Smart Lock 110023,16756,Barcelona
110024,Air Quality Sensor 110024,67365,Craiova
110025,Environmental Sensor 110025,16755,Iasi
110026,Smart Thermostat 110026,53997,Cluj-Napoca
110027,Smart Thermostat 110027,65697,Prague
110028,Humidity Sensor 110028,88352,Constanta
110029,Air Quality Sensor 110029,43484,Madrid
110030,Water Sensor 110030,71822,Amsterdam
110031,Smart Thermostat 110031,15304,Amsterdam
110032,Smart Light 110032,37468,Amsterdam
110033,Motion Sensor 110033,11076,Barcelona
110034,Smart Light 110034,36660,Craiova
110035,IoT Gateway 110035,56980,Munich
110036,GPS Tracker 110036,39149,Prague
110037,Security Camera 110037,11211,Munich
110038,Environmental Sensor 110038,10787,Vienna
110039,Air Quality Sensor 110039,64949,Amsterdam
110040,IoT Gateway 110040,40148,Constanta
110041,Smart Lock 110041,87569,Craiova
110042,Security Camera 110042,74383,Warsaw
110043,Energy Monitor 110043,10767,Craiova
110044,Energy Monitor 110044,98499,Oradea
110045,Smart Lock 110045,76878,Munich
110046,Motion Sensor 110046,82901,Vienna
110047,Security Camera 110047,35233,Munich
110048,GPS Tracker 110048,75990,Brasov
110049,Security Camera 110049,62612,Timisoara
110050,Humidity Sensor 110050,30359,Vienna
110051,Energy Monitor 110051,69126,Madrid
110052,Humidity Sensor 110052,94378,Vienna
110053,Motion Sensor 110053,7582,Prague
110054,Motion Sensor 110054,3977,Brasov
110055,Smart Thermostat 110055,45288,Barcelona
110056,Environmental Sensor 110056,47328,Paris
110057,Security Camera 110057,89911,Prague
110058,Smart Light 110058,47823,Craiova
110059,GPS Tracker 110059,73875,Timisoara
110060,Energy Monitor 110060,11630,Constanta
110061,Industrial Sensor 110061,48795,Arad
110062,Environmental Sensor 110062,92661,Amsterdam
110063,Environmental Sensor 110063,46524,Cluj-Napoca
110064,GPS Tracker 110064,32677,Amsterdam
110065,Temperature Sensor 110065,66588,Arad
110066,Water Sensor 110066,4438,Cluj-Napoca
110067,Motion Sensor 110067,14547,Cluj-Napoca
110068,GPS Tracker 110068,86640,Barcelona
110069,Smart Thermostat 110069,86188,Sibiu
110070,Industrial Sensor 110070,12445,Berlin
110071,Smart Lock 110071,72174,Timisoara
110072,Smart Lock 110072,98790,Warsaw
110073,Security Camera 110073,20137,Barcelona
110074,GPS Tracker 110074,25744,Warsaw
110075,Air Quality Sensor 110075,84279,Warsaw
110076,Humidity Sensor 110076,3838,Amsterdam
110077,Environmental Sensor 110077,53134,Warsaw
110078,Energy Monitor 110078,36495,Prague
110079,Humidity Sensor 110079,78448,Iasi
110080,Energy Monitor 110080,47654,Bucharest
110081,Security Camera 110081,49684,Berlin
110082,Motion Sensor 110082,21849,Brasov
110083,Smart Lock 110083,26590,Sibiu
110084,Smart Light 110084,27209,Berlin
110085,Smart Thermostat 110085,1421,Berlin
110086,Smart Light 110086,57981,Prague
110087,Motion Sensor 110087,27551,Berlin
110088,Smart Lock 110088,25295,Oradea
110089,Smart Lock 110089,59852,Cluj-Napoca
110090,Smart Thermostat 110090,11329,Constanta
110091,Smart Light 110091,29169,Craiova
110092,Industrial Sensor 110092,47913,Oradea
110093,Motion Sensor 110093,59062,Iasi
110094,Humidity Sensor 110094,19438,Paris
110095,Energy Monitor 110095,96046,Brasov
110096,Energy Monitor 110096,9872,Madrid
110097,Motion Sensor 110097,35377,Munich
110098,Security Camera 110098,68095,Munich
110099,Smart Thermostat 110099,24707,Munich
110100,Water Sensor 110100,61984,Iasi
110101,Air Quality Sensor 110101,26544,Sibiu
110102,Smart Lock 110102,62257,Iasi
110103,Smart Lock 110103,24010,Cluj-Napoca
110104,Smart Thermostat 110104,66433,Barcelona
110105,IoT Gateway 110105,33744,Vienna
110106,Water Sensor 110106,76261,Sibiu
110107,Energy Monitor 110107,54565,Arad
110108,Security Camera 110108,77703,Iasi
110109,Air Quality Sensor 110109,78072,Craiova
110110,Smart Light 110110,33111,Vienna
110111,Industrial Sensor 110111,89835,Constanta
110112,Temperature Sensor 110112,89681,Bucharest
110113,Security Camera 110113,43493,Timisoara
110114,Energy Monitor 110114,28583,Berlin
110115,Smart Thermostat 110115,62920,Barcelona
110116,Air Quality Sensor 110116,87308,Paris
110117,Water Sensor 110117,83433,Amsterdam
110118,Temperature Sensor 110118,74297,Warsaw
110119,Air Quality Sensor 110119,62374,Amsterdam
110120,Air Quality Sensor 110120,84121,Vienna
110121,Air Quality Sensor 110121,32800,Oradea
110122,Water Sensor 110122,45204,Arad
110123,Industrial Sensor 110123,75578,Munich
110124,Motion Sensor 110124,81701,Prague
110125,Air Quality Sensor 110125,98117,Arad
110126,Environmental Sensor 110126,28738,Barcelona
110127,Motion Sensor 110127,60636,Madrid
110128,Smart Thermostat 110128,90752,Prague
110129,Temperature Sensor 110129,98278,Vienna
110130,Smart Thermostat 110130,33038,Brasov
110131,Environmental Sensor 110131,76453,Brasov
110132,Industrial Sensor 110132,72017,Craiova
110133,Industrial Sensor 110133,39119,Prague
110134,Humidity Sensor 110134,76147,Amsterdam
110135,Air Quality Sensor 110135,70048,Berlin
110136,GPS Tracker 110136,64608,Brasov
110137,GPS Tracker 110137,89446,Berlin
110138,Motion Sensor 110138,48009,Constanta
110139,Environmental Sensor 110139,74448,Bucharest
110140,Smart Lock 110140,10031,Budapest
110141,Industrial Sensor 110141,34718,Munich
110142,Smart Lock 110142,50708,Barcelona
110143,Temperature Sensor 110143,57073,Prague
110144,Smart Lock 110144,15291,Amsterdam
110145,Motion Sensor 110145,73584,Iasi
110146,Industrial Sensor 110146,39654,Sibiu
110147,Smart Light 110147,65096,Cluj-Napoca
110148,Smart Lock 110148,94467,Warsaw
110149,Industrial Sensor 110149,78877,Bucharest
110150,Motion Sensor 110150,87907,Bucharest
110151,Smart Thermostat 110151,89826,Madrid
110152,Environmental Sensor 110152,43915,Arad
110153,Energy Monitor 110153,72101,Constanta
110154,Motion Sensor 110154,73403,Brasov
110155,Smart Light 110155,52789,Vienna
110156,Security Camera 110156,52171,Paris
110157,Smart Meter 110157,87141,Vienna
110158,Energy Monitor 110158,77166,Sibiu
110159,Industrial Sensor 110159,89227,Budapest
110160,Smart Lock 110160,19423,Madrid
110161,Motion Sensor 110161,40378,Madrid
110162,GPS Tracker 110162,25677,Paris
110163,Smart Light 110163,55630,Constanta
110164,Air Quality Sensor 110164,36601,Constanta
110165,Smart Lock 110165,9740,Paris
110166,Smart Thermostat 110166,31550,Constanta
110167,Water Sensor 110167,89120,Berlin
110168,Motion Sensor 110168,2034,Vienna
110169,Motion Sensor 110169,88873,Craiova
110170,Smart Thermostat 110170,15233,Cluj-Napoca
110171,GPS Tracker 110171,33336,Arad
110172,Humidity Sensor 110172,2405,Cluj-Napoca
110173,Environmental Sensor 110173,28662,Vienna
110174,Motion Sensor 110174,64666,Amsterdam
110175,IoT Gateway 110175,31246,Craiova
110176,Smart Meter 110176,99693,Cluj-Napoca
110177,Smart Light 110177,60429,Constanta
110178,Humidity Sensor 110178,81874,Madrid
110179,Smart Light 110179,92017,Budapest
110180,Security Camera 110180,73415,Munich
110181,Air Quality Sensor 110181,68712,Amsterdam
110182,Water Sensor 110182,38916,Sibiu
110183,Water Sensor 110183,77043,Berlin
110184,Smart Lock 110184,95323,Munich
110185,GPS Tracker 110185,79029,Madrid
110186,Energy Monitor 110186,73446,Paris
110187,IoT Gateway 110187,98286,Oradea
110188,Smart Light 110188,90648,Madrid
110189,Smart Light 110189,72594,Amsterdam
110190,GPS Tracker 110190,88714,Barcelona
110191,Temperature Sensor 110191,26610,Paris
110192,IoT Gateway 110192,61352,Iasi
110193,Environmental Sensor 110193,48914,Munich
110194,Environmental Sensor 110194,28365,Prague
110195,Environmental Sensor 110195,53664,Vienna
110196,IoT Gateway 110196,50407,Timisoara
110197,Humidity Sensor 110197,2551,Arad
110198,Smart Light 110198,77875,Munich
110199,IoT Gateway 110199,23649,Munich
110200,Environmental Sensor 110200,67034,Oradea
110201,Air Quality Sensor 110201,5471,Timisoara
110202,Smart Meter 110202,91235,Madrid
110203,Air Quality Sensor 110203,17172,Barcelona
110204,Humidity Sensor 110204,62866,Amsterdam
110205,Motion Sensor 110205,688,Prague
110206,Industrial Sensor 110206,82158,Budapest
110207,IoT Gateway 110207,99758,Warsaw
110208,Security Camera 110208,31841,Prague
110209,Industrial Sensor 110209,98502,Amsterdam
110210,GPS Tracker 110210,19709,Bucharest
110211,Smart Meter 110211,11508,Sibiu
110212,Water Sensor 110212,32396,Vienna
110213,Security Camera 110213,85889,Oradea
110214,Smart Light 110214,20758,Berlin
110215,Industrial Sensor 110215,78088,Madrid
110216,Temperature Sensor 110216,27031,Arad
110217,Humidity Sensor 110217,68252,Cluj-Napoca
110218,Smart Meter 110218,37465,Munich
110219,Smart Meter 110219,98761,Madrid
110220,Air Quality Sensor 110220,55497,Barcelona
110221,Air Quality Sensor 110221,40436,Brasov
110222,Temperature Sensor 110222,56896,Iasi
110223,Temperature Sensor 110223,81041,Timisoara
110224,Smart Thermostat 110224,67716,Barcelona
110225,IoT Gateway 110225,21836,Amsterdam
110226,Smart Lock 110226,87210,Timisoara
110227,Industrial Sensor 110227,51300,Arad
110228,Security Camera 110228,55364,Munich
110229,Security Camera 110229,59475,Oradea
110230,Smart Thermostat 110230,66736,Vienna
110231,Air Quality Sensor 110231,89392,Berlin
110232,GPS Tracker 110232,53367,Budapest
110233,Motion Sensor 110233,10392,Paris
110234,Security Camera 110234,37537,Arad
110235,Energy Monitor 110235,79976,Bucharest
110236,GPS Tracker 110236,61900,Berlin
110237,GPS Tracker 110237,92808,Iasi
110238,Air Quality Sensor 110238,64288,Vienna
110239,Smart Lock 110239,73946,Arad
110240,Environmental Sensor 110240,75783,Constanta
110241,GPS Tracker 110241,75603,Amsterdam
110242,Motion Sensor 110242,18599,Arad
110243,Energy Monitor 110243,28219,Cluj-Napoca
110244,Industrial Sensor 110244,38363,Munich
110245,Smart Meter 110245,21266,Arad
110246,IoT Gateway 110246,94665,Iasi
110247,Water Sensor 110247,41220,Timisoara
110248,Smart Light 110248,54188,Sibiu
110249,Temperature Sensor 110249,31373,Munich
110250,Smart Thermostat 110250,78494,Craiova
110251,Smart Light 110251,97632,Iasi
110252,Water Sensor 110252,21583,Brasov
110253,GPS Tracker 110253,14488,Prague
110254,Humidity Sensor 110254,38520,Warsaw
110255,IoT Gateway 110255,24396,Berlin
110256,Humidity Sensor 110256,66995,Brasov
110257,Humidity Sensor 110257,90626,Timisoara
110258,Industrial Sensor 110258,9346,Arad
110259,Water Sensor 110259,23569,Paris
110260,Smart Light 110260,36027,Timisoara
110261,Energy Monitor 110261,76152,Amsterdam
110262,Smart Light 110262,23955,Iasi
110263,Industrial Sensor 110263,15088,Prague
110264,Air Quality Sensor 110264,37591,Oradea
110265,Air Quality Sensor 110265,84039,Madrid
110266,Motion Sensor 110266,27556,Prague
110267,Energy Monitor 110267,11523,Barcelona
110268,Security Camera 110268,11981,Bucharest
110269,Water Sensor 110269,78409,Sibiu
110270,Smart Lock 110270,2969,Warsaw
110271,Smart Lock 110271,17923,Constanta
110272,GPS Tracker 110272,35361,Barcelona
110273,Smart Lock 110273,38296,Timisoara
110274,Motion Sensor 110274,68705,Cluj-Napoca
110275,Humidity Sensor 110275,23606,Brasov
110276,IoT Gateway 110276,48014,Iasi
110277,Security Camera 110277,77125,Craiova
110278,Industrial Sensor 110278,5470,Vienna
110279,Industrial Sensor 110279,9930,Cluj-Napoca
110280,Water Sensor 110280,83504,Madrid
110281,Smart Light 110281,25372,Timisoara
110282,Security Camera 110282,44043,Barcelona
110283,Temperature Sensor 110283,444,Prague
110284,Smart Thermostat 110284,46444,Iasi
110285,Energy Monitor 110285,28798,Munich
110286,Smart Thermostat 110286,8087,Timisoara
110287,Humidity Sensor 110287,15687,Constanta
110288,Energy Monitor 110288,37906,Paris
110289,IoT Gateway 110289,81127,Sibiu
110290,Energy Monitor 110290,4054,Warsaw
110291,Environmental Sensor 110291,67842,Arad
110292,Smart Meter 110292,16025,Cluj-Napoca
110293,Water Sensor 110293,48960,Constanta
110294,Security Camera 110294,2076,Cluj-Napoca
110295,Energy Monitor 110295,9172,Arad
110296,Air Quality Sensor 110296,1730,Amsterdam
110297,Temperature Sensor 110297,49718,Craiova
110298,Air Quality Sensor 110298,64640,Paris
110299,Water Sensor 110299,77835,Constanta
110300,Air Quality Sensor 110300,80384,Timisoara
110301,Smart Lock 110301,37211,Berlin
110302,Smart Meter 110302,20641,Craiova
110303,Water Sensor 110303,34923,Timisoara
110304,Energy Monitor 110304,5670,Constanta
110305,Humidity Sensor 110305,39720,Budapest
110306,Security Camera 110306,77538,Budapest
110307,Humidity Sensor 110307,19809,Craiova
110308,GPS Tracker 110308,19609,Munich
110309,Environmental Sensor 110309,61203,Timisoara
110310,Industrial Sensor 110310,43092,Amsterdam
110311,Smart Thermostat 110311,24204,Arad
110312,GPS Tracker 110312,33048,Amsterdam
110313,GPS Tracker 110313,70855,Vienna
110314,Air Quality Sensor 110314,5945,Warsaw
110315,Smart Lock 110315,52915,Sibiu
110316,Air Quality Sensor 110316,95321,Arad
110317,GPS Tracker 110317,46258,Sibiu
110318,Motion Sensor 110318,65566,Bucharest
110319,Air Quality Sensor 110319,97916,Madrid
110320,Humidity Sensor 110320,19583,Constanta
110321,Environmental Sensor 110321,62952,Warsaw
110322,GPS Tracker 110322,74356,Munich
110323,Smart Meter 110323,36103,Paris
110324,Environmental Sensor 110324,42419,Vienna
110325,Air Quality Sensor 110325,55948,Arad
110326,Environmental Sensor 110326,29596,Craiova
110327,Industrial Sensor 110327,645,Amsterdam
110328,Motion Sensor 110328,94002,Sibiu
110329,GPS Tracker 110329,34495,Madrid
110330,Environmental Sensor 110330,34187,Craiova
110331,Environmental Sensor 110331,19200,Brasov
110332,Smart Meter 110332,9048,Sibiu
110333,Smart Meter 110333,19551,Paris
110334,Temperature Sensor 110334,97999,Warsaw
110335,Water Sensor 110335,19304,Constanta
110336,Environmental Sensor 110336,2613,Cluj-Napoca
110337,Smart Meter 110337,73141,Prague
110338,Smart Lock 110338,9767,Sibiu
110339,Smart Light 110339,13205,Budapest
110340,Environmental Sensor 110340,78012,Munich
110341,Smart Meter 110341,29499,Iasi
110342,Energy Monitor 110342,68713,Paris
110343,IoT Gateway 110343,82387,Cluj-Napoca
110344,Temperature Sensor 110344,49109,Prague
110345,Smart Meter 110345,1761,Prague
110346,Environmental Sensor 110346,24773,Amsterdam
110347,Smart Thermostat 110347,94299,Iasi
110348,GPS Tracker 110348,50551,Brasov
110349,Smart Light 110349,66460,Budapest
110350,Environmental Sensor 110350,86585,Sibiu
110351,Energy Monitor 110351,72525,Prague
110352,Energy Monitor 110352,23845,Sibiu
110353,Smart Thermostat 110353,15421,Madrid
110354,Environmental Sensor 110354,35208,Berlin
110355,Water Sensor 110355,51856,Cluj-Napoca
110356,Smart Meter 110356,45666,Prague
110357,Smart Light 110357,12650,Iasi
110358,Humidity Sensor 110358,47853,Sibiu
110359,Smart Thermostat 110359,28110,Craiova
110360,GPS Tracker 110360,79660,Constanta
110361,Industrial Sensor 110361,7107,Oradea
110362,Temperature Sensor 110362,92871,Cluj-Napoca
110363,Environmental Sensor 110363,27243,Timisoara
110364,Smart Light 110364,50351,Cluj-Napoca
110365,Motion Sensor 110365,81141,Munich
110366,Smart Lock 110366,19442,Arad
110367,Smart Lock 110367,5117,Berlin
110368,Smart Lock 110368,67517,Iasi
110369,Smart Meter 110369,12873,Oradea
110370,Security Camera 110370,61452,Cluj-Napoca
110371,Smart Meter 110371,709,Paris
110372,Smart Light 110372,11288,Paris
110373,Water Sensor 110373,74627,Craiova
110374,Motion Sensor 110374,6061,Vienna
110375,Humidity Sensor 110375,42227,Warsaw
110376,Industrial Sensor 110376,2004,Madrid
110377,Environmental Sensor 110377,23321,Cluj-Napoca
110378,Smart Meter 110378,77081,Berlin
110379,Smart Light 110379,75073,Berlin
110380,Water Sensor 110380,75259,Craiova
110381,Temperature Sensor 110381,85599,Berlin
110382,Smart Light 110382,34865,Munich
110383,Security Camera 110383,86442,Vienna
110384,Security Camera 110384,78907,Cluj-Napoca
110385,Motion Sensor 110385,68997,Warsaw
110386,Humidity Sensor 110386,4462,Constanta
110387,GPS Tracker 110387,3456,Munich
110388,GPS Tracker 110388,26244,Prague
110389,IoT Gateway 110389,92776,Barcelona
110390,Smart Thermostat 110390,2629,Timisoara
110391,Smart Lock 110391,10390,Bucharest
110392,Industrial Sensor 110392,34897,Timisoara
110393,Temperature Sensor 110393,2485,Sibiu
110394,IoT Gateway 110394,46082,Munich
110395,Air Quality Sensor 110395,43403,Berlin
110396,Smart Thermostat 110396,61717,Bucharest
110397,Industrial Sensor 110397,60001,Warsaw
110398,Smart Lock 110398,78559,Paris
110399,Security Camera 110399,61507,Berlin
110400,Environmental Sensor 110400,73891,Barcelona
110401,Environmental Sensor 110401,55583,Munich
110402,Industrial Sensor 110402,21871,Budapest
110403,Water Sensor 110403,20392,Brasov
110404,Smart Lock 110404,46796,Warsaw
110405,Smart Light 110405,69806,Arad
110406,Smart Lock 110406,29392,Cluj-Napoca
110407,Smart Light 110407,31942,Paris
110408,IoT Gateway 110408,31039,Prague
110409,Smart Thermostat 110409,27114,Prague
110410,Smart Lock 110410,14097,Timisoara
110411,Energy Monitor 110411,76033,Brasov
110412,Industrial Sensor 110412,12641,Vienna
110413,Water Sensor 110413,3209,Bucharest
110414,Motion Sensor 110414,50174,Timisoara
110415,Motion Sensor 110415,91913,Sibiu
110416,Smart Light 110416,78038,Budapest
110417,Air Quality Sensor 110417,69981,Prague
110418,Air Quality Sensor 110418,18012,Arad
110419,Motion Sensor 110419,59414,Vienna
110420,IoT Gateway 110420,36369,Berlin
110421,Smart Light 110421,99477,Bucharest
110422,Temperature Sensor 110422,86870,Barcelona
110423,Industrial Sensor 110423,38498,Brasov
110424,Environmental Sensor 110424,47198,Munich
110425,Smart Lock 110425,97638,Bucharest
110426,GPS Tracker 110426,48514,Arad
110427,Industrial Sensor 110427,90190,Oradea
110428,Air Quality Sensor 110428,59864,Amsterdam
110429,Smart Meter 110429,23128,Craiova
110430,Industrial Sensor 110430,64696,Timisoara
110431,Energy Monitor 110431,96259,Iasi
110432,Industrial Sensor 110432,42640,Brasov
110433,Temperature Sensor 110433,93058,Timisoara
110434,GPS Tracker 110434,21221,Craiova
110435,Smart Light 110435,6233,Constanta
110436,Humidity Sensor 110436,88540,Budapest
110437,Environmental Sensor 110437,39129,Berlin
110438,Humidity Sensor 110438,33831,Bucharest
110439,Air Quality Sensor 110439,62834,Bucharest
110440,IoT Gateway 110440,57984,Berlin
110441,Water Sensor 110441,276,Budapest
110442,Industrial Sensor 110442,63529,Munich
110443,Air Quality Sensor 110443,57524,Cluj-Napoca
110444,Air Quality Sensor 110444,23045,Berlin
110445,Air Quality Sensor 110445,41791,Prague
110446,Security Camera 110446,64674,Prague
110447,Smart Meter 110447,62717,Budapest
110448,Smart Lock 110448,68332,Barcelona
110449,Smart Thermostat 110449,52185,Warsaw
110450,Smart Thermostat 110450,76363,Craiova
110451,Temperature Sensor 110451,82588,Constanta
110452,Environmental Sensor 110452,25443,Constanta
110453,Humidity Sensor 110453,41211,Paris
110454,Air Quality Sensor 110454,97163,Barcelona
110455,Temperature Sensor 110455,44315,Arad
110456,Motion Sensor 110456,64612,Cluj-Napoca
110457,Water Sensor 110457,53163,Warsaw
110458,Environmental Sensor 110458,52063,Vienna
110459,Smart Meter 110459,91855,Timisoara
110460,Smart Lock 110460,17846,Madrid
110461,Smart Light 110461,58383,Brasov
110462,GPS Tracker 110462,19796,Paris
110463,IoT Gateway 110463,51855,Constanta
110464,Smart Light 110464,45581,Paris
110465,Smart Thermostat 110465,6373,Constanta
110466,Water Sensor 110466,31067,Madrid
110467,Motion Sensor 110467,19346,Constanta
110468,Smart Meter 110468,39310,Arad
110469,Energy Monitor 110469,20499,Munich
110470,Energy Monitor 110470,1649,Constanta
110471,Smart Thermostat 110471,48028,Cluj-Napoca
110472,Water Sensor 110472,42516,Madrid
110473,Temperature Sensor 110473,65927,Bucharest
110474,Energy Monitor 110474,69589,Oradea
110475,Temperature Sensor 110475,40134,Paris
110476,Smart Thermostat 110476,3872,Warsaw
110477,Environmental Sensor 110477,20156,Craiova
110478,Water Sensor 110478,35836,Oradea
110479,Energy Monitor 110479,87243,Bucharest
110480,Smart Meter 110480,65117,Bucharest
110481,Water Sensor 110481,83880,Budapest
110482,Smart Light 110482,55995,Barcelona
110483,Water Sensor 110483,53408,Oradea
110484,Security Camera 110484,65168,Arad
110485,GPS Tracker 110485,41828,Warsaw
110486,Smart Thermostat 110486,19394,Vienna
110487,Smart Light 110487,62441,Berlin
110488,IoT Gateway 110488,23919,Oradea
110489,IoT Gateway 110489,58197,Vienna
110490,Temperature Sensor 110490,54488,Budapest
110491,Energy Monitor 110491,20286,Oradea
110492,Temperature Sensor 110492,37105,Vienna
110493,Temperature Sensor 110493,66961,Barcelona
110494,Smart Thermostat 110494,81538,Sibiu
110495,GPS Tracker 110495,42142,Cluj-Napoca
110496,Smart Meter 110496,55816,Iasi
110497,IoT Gateway 110497,73536,Arad
110498,Air Quality Sensor 110498,76499,Cluj-Napoca
110499,Smart Thermostat 110499,50061,Timisoara
110500,Smart Thermostat 110500,38951,Constanta
110501,Motion Sensor 110501,91669,Sibiu
110502,IoT Gateway 110502,54246,Sibiu
110503,Smart Meter 110503,1687,Budapest
110504,Smart Meter 110504,77104,Constanta
110505,Temperature Sensor 110505,43778,Amsterdam
110506,Smart Meter 110506,17919,Munich
110507,Water Sensor 110507,36357,Craiova
110508,Environmental Sensor 110508,48360,Budapest
110509,Energy Monitor 110509,87443,Craiova
110510,Humidity Sensor 110510,48768,Arad
110511,Motion Sensor 110511,83678,Munich
110512,Temperature Sensor 110512,29366,Paris
110513,GPS Tracker 110513,76582,Paris
110514,Temperature Sensor 110514,82655,Amsterdam
110515,Temperature Sensor 110515,86838,Cluj-Napoca
110516,Environmental Sensor 110516,58330,Constanta
110517,Smart Lock 110517,10191,Berlin
110518,Security Camera 110518,37150,Arad
110519,Motion Sensor 110519,76440,Craiova
110520,Security Camera 110520,16598,Iasi
110521,Motion Sensor 110521,73582,Constanta
110522,Water Sensor 110522,18691,Paris
110523,Smart Thermostat 110523,48256,Warsaw
110524,Smart Light 110524,41593,Barcelona
110525,Energy Monitor 110525,81203,Brasov
110526,Environmental Sensor 110526,40906,Sibiu
110527,Water Sensor 110527,72114,Paris
110528,Smart Thermostat 110528,85442,Budapest
110529,Motion Sensor 110529,79707,Constanta
110530,Energy Monitor 110530,71642,Craiova
110531,Smart Meter 110531,26549,Budapest
110532,IoT Gateway 110532,11331,Arad
110533,IoT Gateway 110533,10943,Vienna
110534,Motion Sensor 110534,65548,Bucharest
110535,GPS Tracker 110535,96153,Prague
110536,Water Sensor 110536,2886,Oradea
110537,Environmental Sensor 110537,97341,Cluj-Napoca
110538,Motion Sensor 110538,10342,Madrid
110539,Air Quality Sensor 110539,89337,Timisoara
110540,Smart Lock 110540,34461,Timisoara
110541,Smart Meter 110541,85385,Paris
110542,Water Sensor 110542,50644,Paris
110543,Smart Lock 110543,57760,Warsaw
110544,Smart Meter 110544,29003,Paris
110545,Smart Light 110545,57939,Paris
